Abraham,Accountability,Adoption,Agency,AllScriptureCount,America,Angel,Art,Articles of Faith,Atonement,Attitude,Authority,AuthorityMentions,BYU,Balance,Baptism,Bible,Blessing,BoM,Body,Book of Mormon,Brigham Young,Brotherhood,Calling,Character,Charity,Chastity,Children,Christianity,Christmas,Church,Citizenship,Comforter,Commandments,Commitment,Communication,Compassion,Conscience,Consecration,Contention,Conversion,Courage,Covenant,Creation,Creativity,D&C,Date,Decision,Dedication,Disciple,Discipline,Discourage,Divine,Doctrine,Doctrine and Covenants,Education,Esteem,Eternal Life,Eternity,Exaltation,Example,Excellent,Failure,Faith,Family,Family History,Fear,Fellowship,Finance,FirstPersonPronoun,FleschReading,Foreordination,Forgiveness,Freedom,Friendship,Gender,Gift,Giving,God,Gospel,Government,Gratitude,Growth,Habit,Happiness,Heal,Heavenly Father,Heritage,History,Holy Ghost,Home,Honesty,Honor,Hope,Humility,I am a woman,Improvement,Individual Worth,Initiative,Inspiration,Integrity,Jesus Christ,Joseph Smith,Joy,Kind,Knowledge,Language,Last Day,Law,Leadership,Learning,Life,Light,Light of Christ,Listen,Lonely,Love,Marriage,Media,Meekness,Membership,Men,Mercy,Miracle,Missionary,Mistake,Modesty,Morality,Mortality,Music,NT,Natural Man,OT,Obedience,Opportunity,Ordinance,Organization,Pageviews,Parent,Patience,Patriarchal Blessing,Patriotism,Peer Pressure,PercentInItalics,PercentInQuotes,Perfection,Perspective,Pioneer,Plan of Salvation,PoGP,Polarity,Politic,Potential,Power,Prayer,Premortal,Preparation,Prepare,Priesthood,Priority,Progression,Prophet,Question,Relationship,Religion,Religious Freedom,Remember,Repent,Responsibility,Restoration,Resurrection,Revelation,Reverence,Righteous,Sabbath,Sacrament,Sacred,Sacrifice,Safety,Salvation,Satan,Scripture,Second Coming,Self-Reliance,Selfless,Service,Socialism,Speech,Spirit,Spiritual Growth,Spirituality,Standard,Stewardship,StoryNames,Subjectivity,Success,Suffering,Talent,Talking Speed,Teaching,Technology,Temple,Tempt,Testimony,Thought,Time,Tithing,Tolerance,Trial,Trust,Truth,Understand,Unity,Value,Virtue,War,WeToYouRatio,Wisdom,Witness,Woman,WordCount,WordQuantity,Work,Worldly,Worship,Worthy,Zion
0,0,0,0,13,0,0,1,0,0,0,0,7,5,6,1,0,4,4,0,0,2,0,5,0,0,0,6,0,0,14,0,0,1,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,0,0,11,0,0,0,0,94,4.04,0,1,0,5,Male,0,7,9,0,0,0,0,0,1,0,2,0,0,0,15,0,0,3,0,0,0,0,0,0,0,2,0,1,2,0,0,0,1,1,3,20,0,0,1,0,3,0,0,0,0,3,1,0,5,0,0,0,0,0,6,0,1,0,1,0,0,14,4,0,0,0,0,0.069211823,0.11182266,2,2,0,0,0,0.18,0,0,1,14,0,0,1,1,0,0,0,1,0,2,0,3,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,20,0,/talks/palmer-gary-k_spokes-balanced-life/,1,0,1,0,0,10,0.5,1,0,0,2.139093783,1,0,0,0,0,4,14,0,0,0,0,0,0,0,0,0,2,207,2,0,0,4060,1244,6,2,1,0,0
0,0,0,0,14,0,0,0,0,0,1,0,8,5,0,2,0,6,1,0,0,2,0,1,0,2,0,0,0,0,5,0,0,1,0,0,4,0,7,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,2,0,0,2,0,0,1,10,0,0,0,0,84,4.83,0,0,0,4,Male,0,9,3,1,0,0,0,1,0,1,2,0,0,0,2,0,0,1,0,0,0,0,0,0,0,4,0,0,3,0,0,0,8,0,0,26,0,0,2,0,6,0,0,0,0,3,0,0,6,0,0,0,0,0,11,0,0,3,3,0,0,34,1,8,0,0,0,0.154744942,0.064120832,0,0,0,0,0,0.09,0,0,0,0,0,1,4,0,0,3,1,0,0,1,0,2,0,0,0,0,1,0,2,0,0,0,7,0,0,0,1,0,0,0,67,0,/talks/palmer-sheri-patten_convenient-service/,3,0,0,1,0,2,0.5,0,0,0,2.40837337,4,0,1,0,1,6,10,0,0,0,0,0,1,0,0,0,0,147,0,0,4,3509,1107,10,0,0,0,0
14,1,0,0,7,0,3,0,0,0,0,1,9,0,0,4,0,15,3,3,0,1,0,0,0,1,0,41,0,0,6,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,2,0,1,17,5,0,0,0,0,60,6.38,0,0,0,5,Male,4,1,12,3,0,0,0,1,3,0,1,0,0,1,8,0,0,0,0,0,1,0,0,1,0,2,1,2,1,2,0,0,1,6,8,25,0,0,3,0,19,1,0,0,0,7,0,0,15,0,0,0,0,0,2,0,1,8,0,0,0,19,3,0,0,0,0,0.225213943,0.026090587,4,0,0,0,0,0.17,0,0,21,1,0,0,0,0,0,0,3,0,0,0,0,5,1,0,0,0,0,0,3,0,0,0,1,0,1,2,2,0,0,0,12,0,/talks/paramore-james-m_become-little-child/,3,0,0,0,0,9,0.51,0,0,0,1.754302453,3,0,0,3,1,2,9,2,0,2,1,1,1,0,0,0,0,54,1,1,0,4791,1248,5,0,1,1,0
0,1,0,0,14,1,1,0,0,4,0,4,28,2,0,1,0,12,2,0,11,0,0,0,3,0,0,11,1,0,16,0,0,2,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,3,1,0,1,0,2,0,0,13,0,2,1,4,0,0,0,0,115,4.82,0,0,0,3,Male,1,6,29,8,0,0,0,0,1,0,2,0,0,0,4,1,0,0,0,0,0,0,0,1,0,8,0,1,3,0,3,0,3,38,0,19,1,0,2,0,27,1,0,1,0,24,1,0,4,0,0,0,0,0,11,0,0,0,1,1,0,19,0,0,0,0,0,0.181883024,0.164942939,7,0,0,0,1,0.22,0,1,0,1,1,0,1,0,0,3,13,1,1,0,0,7,2,1,0,0,0,0,7,1,1,2,0,0,1,1,2,0,0,0,6,0,/talks/paramore-james-m_leadership-jesus-perfect-leader/,6,0,2,0,0,9,0.55,1,0,0,0.5608,7,0,6,0,1,4,12,0,0,1,1,9,6,0,1,1,0,35.766,0,1,8,5608,1404,6,0,0,0,0
0,0,0,0,18,0,2,0,0,2,5,0,5,2,0,7,1,5,7,1,4,1,0,0,0,0,0,9,0,0,9,0,0,1,1,1,0,0,0,0,0,0,2,2,0,4,1,3,0,0,0,0,0,7,2,1,0,1,0,1,2,0,0,3,1,0,0,0,0,194,3.26,0,0,0,2,Male,0,6,26,3,0,0,0,0,1,0,1,0,0,3,10,3,0,2,0,0,3,0,0,1,0,6,5,0,1,0,0,1,2,0,0,25,16,1,2,0,6,0,0,0,0,7,0,2,0,1,0,0,0,2,4,0,2,0,1,0,0,434,3,0,0,0,0,0.099682065,0.070693847,0,0,0,0,1,0.11,0,0,6,3,0,0,0,0,0,0,6,1,0,2,2,3,0,0,1,5,6,0,0,0,0,0,4,0,1,0,29,1,0,0,1,0,/talks/parker-todd-b_true-doctrine-understood-changes-attitudes-behavior/,9,0,1,0,0,13,0.45,0,0,0,2.992165641,8,0,4,0,6,4,16,0,0,0,0,3,3,0,0,1,0,45.082,0,1,2,5347,1423,2,0,0,0,0
0,1,0,0,5,0,1,0,0,0,0,0,19,4,0,1,2,8,1,0,2,0,0,6,0,1,0,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,2,1,0,0,1,0,0,0,0,4,1,0,8,4,0,0,0,0,88,4.83,1,0,0,3,Female,2,7,8,1,0,0,0,0,1,2,3,0,0,2,9,0,0,5,0,0,1,0,0,2,0,5,0,0,5,0,0,0,2,3,5,10,1,0,4,0,20,0,0,0,0,8,2,2,21,1,0,0,0,0,4,0,0,1,1,0,0,303,5,2,1,0,0,0.303094984,0.081963714,0,0,0,0,0,0.19,0,0,2,14,1,0,0,4,0,0,5,0,2,0,0,3,0,1,0,0,1,0,2,0,0,4,0,0,0,0,6,0,0,0,13,0,/talks/parkin-bonnie-d_personal-ministry-sacred-precious/,2,0,0,0,1,19,0.5,0,0,1,2.30108055,3,0,0,0,2,9,12,0,0,0,1,0,2,0,1,0,0,88.021,0,0,8,4685,1381,6,0,0,0,1
0,0,0,0,45,0,0,6,0,0,0,0,18,1,0,0,0,11,6,0,0,2,0,7,0,0,0,14,0,0,7,0,0,7,2,0,0,0,0,0,0,1,2,5,0,4,4,0,0,0,0,1,7,1,0,1,0,3,0,0,3,0,1,17,6,0,13,0,0,74,3.26,0,2,0,2,Female,2,10,59,3,0,1,0,0,2,0,25,1,2,4,1,1,2,4,0,0,0,0,0,4,0,5,3,0,0,5,2,0,0,1,6,17,4,0,7,0,9,1,1,0,0,21,0,1,9,1,1,0,0,3,9,1,5,1,0,0,0,43,1,1,3,0,0,0.08873999,0.15476385,1,1,0,0,21,0.17,0,0,12,5,0,0,0,1,0,0,6,3,1,1,1,15,1,0,0,0,6,1,6,0,0,0,0,0,0,43,4,0,0,0,5,0,/talks/parkin-bonnie-d_remember/,5,0,0,3,0,7,0.57,1,0,1,2.826327945,0,0,9,4,3,1,19,0,0,2,0,8,4,0,0,0,0,5.389,1,0,4,6119,1575,13,1,14,4,1
0,0,1,0,13,0,4,1,0,6,1,0,12,8,0,2,0,4,6,2,0,2,0,0,0,0,0,3,0,0,1,0,0,0,2,0,0,0,0,0,0,0,2,0,0,2,1,8,0,0,0,0,0,1,1,0,0,0,0,0,8,0,2,7,3,0,0,0,0,116,6,0,0,0,2,Unknown,0,3,6,3,0,2,0,0,1,0,16,0,1,1,0,1,0,3,2,0,0,0,0,0,1,4,2,1,1,0,0,0,0,0,2,13,2,0,0,0,2,3,0,0,0,3,0,0,5,0,0,0,0,0,5,0,0,0,2,0,0,6,0,1,0,0,0,0.048074623,0.072470701,1,1,0,0,0,0.16,0,0,1,4,2,0,0,1,0,1,1,4,0,0,0,2,0,0,0,0,2,1,0,0,0,1,1,0,0,0,4,0,0,0,4,0,/talks/parkinson-alan_saviors-example-fathers-will/,1,0,0,0,0,15,0.52,0,6,0,2.946441156,2,0,1,0,0,4,14,0,0,5,0,0,9,0,0,0,1,147.059,0,0,0,4181,1287,0,0,0,2,0
6,0,0,0,13,0,1,1,0,0,0,0,10,2,0,0,0,5,3,5,6,1,0,0,0,0,0,4,0,0,3,0,0,5,0,0,0,0,0,0,0,0,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,2,0,1,4,0,0,3,4,0,2,0,0,108,5.22,0,0,0,2,Unknown,0,7,9,3,0,0,0,0,0,0,1,0,1,0,3,1,0,0,1,0,1,0,0,0,0,2,2,1,2,1,1,2,0,0,4,26,1,0,1,0,5,0,0,0,0,6,1,3,0,0,0,0,0,6,1,0,0,2,0,0,0,1534,0,0,0,0,0,0.088064295,0.049418605,0,1,0,0,3,0.13,0,0,2,4,0,0,0,1,0,1,6,4,0,0,0,3,2,0,2,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,/talks/parris-k-egbert_confess-the-lords-hand-in-all-things/,7,0,0,1,0,12,0.45,2,4,0,2.564912281,2,12,0,0,0,10,26,0,0,0,0,0,3,0,0,0,0,100.321,1,1,0,5848,1690,8,0,0,0,1
1,0,0,0,34,0,107,1,0,3,0,0,31,1,0,0,5,6,9,2,3,5,0,0,1,0,0,4,1,0,11,0,0,0,0,10,1,0,0,0,0,1,2,0,0,3,0,0,1,0,0,2,4,2,2,0,0,0,0,0,8,0,0,5,1,0,1,0,0,39,4.44,0,0,0,1,Male,2,0,4,1,0,0,0,0,1,0,2,0,1,0,5,0,1,0,0,0,0,0,0,0,0,7,8,0,0,0,1,0,1,0,0,7,1,0,0,0,15,0,0,0,0,3,0,1,2,0,0,0,1,0,7,0,15,0,0,0,1,79,4,0,0,0,0,0.196441452,0.08463573,0,0,0,0,0,0.16,0,0,20,3,0,0,0,3,0,0,10,0,0,0,0,2,0,0,2,0,2,0,3,0,1,2,0,0,0,2,4,0,0,0,4,0,/talks/parry-donald-w_angels-chariots-and-the-lord-of-hosts/,3,0,0,0,0,35,0.51,0,0,0,2.427904262,4,0,7,0,3,2,8,2,0,0,0,1,1,0,0,0,2,75.571,1,0,3,4159,1364,7,0,0,0,0
0,0,0,2,20,0,0,1,0,0,0,1,12,2,0,9,0,12,5,1,0,1,0,2,0,0,0,21,0,0,16,0,0,5,2,0,1,0,0,0,0,1,6,1,0,6,2,4,0,2,0,0,1,1,1,1,1,2,0,1,6,0,0,11,14,0,3,0,0,85,4.04,0,2,1,5,Female,3,9,29,1,0,1,0,0,10,0,4,0,1,8,5,1,1,3,0,0,2,0,0,1,3,6,2,7,2,1,0,0,0,0,2,15,2,0,5,0,21,6,0,0,0,18,0,2,15,0,0,0,0,0,8,0,1,0,4,0,0,1895,1,0,0,0,0,0.123670213,0.059840426,2,0,0,0,0,0.24,0,4,6,3,0,0,6,0,0,1,8,1,0,0,0,5,1,6,0,1,1,0,9,0,1,5,1,0,0,0,9,0,0,0,24,0,/talks/patricia-p-pinegar_building-kingdom-god/,8,0,0,2,0,9,0.57,0,0,0,2.650553877,3,0,4,0,2,3,9,0,0,0,0,5,5,0,0,1,2,18.906,3,4,8,5264,1314,7,0,0,4,1
0,0,0,0,4,0,0,0,0,1,2,0,6,12,0,0,0,2,1,2,1,2,0,2,0,0,0,3,1,0,8,0,0,1,0,1,0,0,0,0,0,0,2,1,0,2,0,0,0,0,0,2,0,1,1,5,0,1,0,0,1,0,0,6,2,0,0,0,0,91,5.61,0,0,0,0,Female,0,2,4,9,0,0,0,0,1,0,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,2,1,2,0,1,0,0,0,0,3,12,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,2,0,0,878,3,13,0,0,0,0.179222566,0.03130375,2,0,0,0,0,0.15,0,0,1,0,0,0,0,0,0,5,0,0,0,0,0,1,0,0,1,0,0,0,3,0,0,0,1,0,0,0,1,0,0,0,1,0,/talks/patricia-ravert_persistence-patience-and-posies/,2,0,0,0,0,6,0.49,1,0,0,2.135929464,0,0,1,0,1,2,11,0,0,0,1,0,4,0,1,0,0,27.429,0,0,4,2907,986,3,0,0,0,0
0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,2,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,1,0,0,1,1,0,0,0,0,25,6.39,0,0,0,2,Female,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,4,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,2,4,0,0,1,0,0,0,0,8,0,5,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,2899,0,0,0,0,0,0.171593367,0.228550829,1,0,0,0,0,0.2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,/talks/patricia-t-holland_becoming-meek-lowly-heart/,2,0,0,0,0,8,0.49,5,0,0,2.641904762,1,0,1,0,2,1,2,0,0,0,0,1,0,0,2,0,0,14.222,1,0,2,1387,581,0,0,0,0,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3,0,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,53,6.38,0,0,0,0,Female,0,2,7,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,1,0,3,3,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,444,1,0,0,0,0,0.019461078,0.107035928,0,0,0,0,0,0.2,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,1,0,/talks/patricia-t-holland_eye-single/,2,0,0,0,0,6,0.56,3,0,0,2.226666667,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,1.69,1,0,0,1336,575,1,0,0,0,0
0,0,0,0,4,0,0,0,0,1,0,0,3,3,0,0,0,0,2,0,0,5,0,0,0,0,0,9,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,8,0,0,17,0,1,67,5.21,0,0,0,0,Female,0,1,15,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0,0,2,4,0,0,1,0,9,0,0,0,0,5,0,0,0,3,0,0,0,0,1,0,1,0,1,0,0,2078,0,0,0,0,0,0.052547771,0.041932059,1,0,0,0,0,0.13,0,3,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,2,0,1,2,0,0,0,0,0,/talks/patricia-t-holland_fear/,0,0,0,0,0,4,0.57,1,0,0,2.190697674,0,0,0,0,0,1,2,0,0,0,0,0,3,0,1,0,0,3.27,0,1,1,1884,736,1,0,0,0,1
1,0,0,0,2,0,0,1,0,0,0,0,0,0,2,0,0,1,0,0,0,2,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,2,0,0,0,0,0,0,3,0,0,0,1,0,0,0,1,0,0,2,0,0,0,0,0,41,7.56,0,0,0,1,Female,0,2,8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,5,0,0,1,0,2,2,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,1,1,0,0,7293,4,1,0,0,0,0.04197698,0.075152336,2,2,0,0,0,0.25,0,1,1,0,0,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,/talks/patricia-t-holland_filling-measure-creation/,0,0,0,0,0,8,0.6,0,0,1,2.028846154,0,0,2,0,1,1,0,0,0,0,0,1,0,0,0,0,0,28.471,0,0,1,1477,589,3,0,0,0,0
0,0,0,0,3,0,0,1,0,0,0,0,0,1,1,0,0,3,1,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,2,1,1,0,3,0,0,34,6.39,0,2,0,3,Female,1,2,7,1,0,0,3,1,1,0,0,0,0,0,2,1,0,2,3,0,2,0,0,0,0,2,0,1,4,1,0,0,0,0,2,8,0,0,0,0,4,0,0,0,0,2,0,0,0,0,0,0,1,0,2,0,0,0,1,0,0,1723,0,3,0,0,0,0.029136316,0.122788762,2,0,0,0,0,0.12,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/talks/patricia-t-holland_renewed-spirit-mind/,2,0,0,0,0,8,0.53,1,0,0,2.206659013,0,0,0,0,1,4,2,0,0,1,0,0,2,0,0,0,2,16.095,1,0,4,1922,772,2,0,0,0,0
0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,3,0,2,0,0,0,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,18,6.78,0,0,0,0,Female,3,1,7,0,0,0,2,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,2,0,0,1,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1475,0,1,0,0,0,0.110689437,0.032258065,1,0,0,0,0,0.17,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,2,0,1,0,0,1,0,0,0,0,0,/talks/patricia-t-holland_souls-center/,3,1,0,0,0,6,0.51,3,0,0,2.189750693,1,0,2,0,0,0,6,0,0,0,0,0,0,0,0,1,0,175,1,0,15,1581,715,0,0,0,0,0
0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,0,2,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,2,0,0,46,5.61,0,0,0,0,Female,1,2,2,0,0,0,0,0,0,0,0,0,0,2,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,3,0,3,2,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,1,0,0,0,1901,0,2,0,0,0,0.021155411,0.177379984,0,0,0,0,0,0.09,0,0,7,3,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,/talks/patricia-t-holland_walking-water/,0,0,0,0,0,5,0.44,1,1,0,2.18294849,0,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,75.571,0,1,0,1229,567,0,0,0,0,0
2,0,0,1,20,0,0,0,0,0,1,1,9,1,0,0,0,1,9,0,0,1,0,0,0,0,0,2,0,0,2,0,0,1,0,8,0,0,0,0,0,1,0,0,0,6,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,4,1,0,0,0,0,40,6.78,0,1,0,1,Male,1,4,9,1,0,0,1,0,2,0,5,0,0,2,20,0,0,3,0,0,0,0,0,0,0,7,0,4,3,1,0,0,2,2,2,22,6,2,1,2,23,0,6,0,0,4,0,0,9,0,0,0,0,1,2,1,1,0,3,1,0,1344,6,0,0,0,0,0.043488318,0.073328707,1,1,0,0,2,0.18,0,1,0,2,1,0,0,0,1,1,2,3,1,0,0,6,1,0,0,0,10,0,2,0,1,2,2,1,0,0,3,0,0,0,2,0,/talks/patrick-kearon_messages-of-love/,9,0,0,0,0,4,0.51,0,2,0,2.270483193,3,1,0,0,0,0,24,0,0,0,0,7,1,0,1,0,0,208.164,0,1,0,4323,1270,1,0,0,1,0
0,0,0,0,3,1,0,1,0,0,1,0,4,7,0,1,0,93,0,0,0,1,0,1,0,0,0,8,0,0,10,0,0,0,0,1,0,0,0,0,0,0,2,0,0,2,0,0,0,1,0,1,0,2,1,1,0,2,0,0,0,0,0,2,10,0,0,0,0,72,7.95,0,1,0,1,Male,33,3,34,2,0,0,0,0,1,0,1,0,1,2,4,0,0,7,0,0,0,0,0,0,0,3,0,2,0,3,0,0,0,1,3,25,0,0,0,1,17,9,0,0,1,11,0,0,9,1,0,0,1,0,0,0,1,2,2,0,0,34,5,0,28,0,0,0.012310398,0.057595076,1,2,0,0,0,0.23,0,1,5,0,2,0,0,3,0,0,1,1,0,0,0,0,0,0,2,0,5,0,2,0,0,1,0,0,0,0,1,2,1,0,2,0,/talks/patterson-robert-s_patriarchal-blessing-message-identity-promise-love/,4,0,1,0,0,8,0.52,0,0,0,2.500824629,4,0,0,0,4,4,6,1,0,2,0,7,8,0,7,2,0,56.941,2,2,12,4549,1248,2,2,0,2,0
1,0,0,0,34,0,0,3,1,1,1,7,22,4,0,1,0,5,12,1,3,5,0,2,2,0,0,2,0,0,6,0,0,1,0,0,0,0,0,0,1,1,0,0,0,5,0,0,0,10,0,1,2,1,0,3,0,0,0,1,4,1,1,8,0,0,3,0,0,108,6,1,0,0,0,Male,1,3,31,1,0,1,0,0,1,0,4,4,0,3,2,0,1,1,2,0,0,0,0,1,0,2,3,1,1,1,0,0,0,0,8,16,2,0,3,0,10,0,0,4,0,11,0,5,6,0,0,2,1,2,7,0,3,2,0,1,0,1679,0,0,0,0,0,0.089279559,0.0849707,4,0,1,1,7,0.15,0,0,0,2,5,0,1,4,0,0,13,3,0,0,0,0,1,0,0,1,0,0,0,2,1,2,0,0,2,0,4,0,0,0,1,0,/talks/paul-alan-cox_seeing-new-eyes/,9,0,0,0,0,27,0.52,0,0,0,3.270574972,6,0,0,4,5,4,8,0,0,2,0,10,6,0,1,1,0,492.308,1,3,0,5802,1773,3,0,0,0,3
0,0,1,0,5,1,0,0,0,0,1,0,4,5,0,4,0,0,4,0,0,1,0,0,0,0,0,3,2,0,6,0,0,1,2,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,7,1,0,0,3,0,0,0,0,78,7.95,0,0,0,6,Male,9,7,6,0,1,0,0,1,0,0,0,0,0,5,1,0,0,0,0,0,1,0,0,2,0,1,0,0,2,1,2,0,0,2,2,9,1,0,1,0,1,2,0,0,0,7,0,0,3,0,0,0,0,0,1,0,0,0,0,0,0,573,1,0,0,0,0,0.099469496,0.034217507,1,0,0,0,0,0.09,0,1,0,3,0,1,1,2,1,3,1,5,1,0,0,1,3,0,1,0,2,0,0,0,2,1,1,0,0,0,9,0,0,1,11,0,/talks/paul-b-farnsworth_avoiding-spiritual-drift/,3,0,1,53,0,6,0.46,3,0,2,2.153055397,2,1,0,0,0,2,6,0,0,0,0,0,4,0,3,1,0,177.231,0,0,0,3770,1264,8,3,0,2,0
1,0,0,5,13,0,0,0,0,2,0,0,2,3,0,1,0,18,2,1,0,1,0,1,0,0,0,3,0,0,1,0,0,15,0,0,0,0,0,0,0,0,1,1,0,4,1,0,0,0,0,0,0,2,1,0,0,2,0,0,1,0,2,1,0,0,2,0,0,67,5.21,0,1,0,1,Male,8,2,10,0,0,0,0,0,0,0,5,0,0,2,0,0,0,3,0,0,0,0,0,0,0,4,1,2,0,1,0,0,0,0,1,11,0,0,3,0,8,0,0,0,0,6,0,0,1,0,0,0,1,0,2,0,1,1,5,0,0,755,0,1,0,0,0,0.062397373,0.067323481,6,0,0,0,4,0.18,0,0,0,2,0,0,0,0,0,1,3,2,2,0,0,1,2,0,0,0,0,0,1,0,0,0,5,1,1,0,3,0,0,0,0,0,/talks/paul-f-eastman_moral-dilemma-good/,5,0,0,0,0,4,0.53,1,3,0,2.611865618,2,0,0,0,0,1,7,0,0,0,1,0,6,0,1,0,0,322.667,0,1,1,3654,1007,3,0,0,1,0
0,0,0,0,0,2,0,4,0,0,1,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,0,0,3,1,1,4,0,0,2,0,0,169,4.43,0,1,0,5,Male,1,3,10,0,0,0,0,0,0,0,0,0,0,0,4,0,2,1,0,0,1,0,0,0,0,3,0,1,4,0,1,0,0,3,3,14,1,0,1,0,1,2,0,0,0,9,0,0,0,2,0,0,0,0,0,0,0,0,3,0,1,1610,3,0,0,0,0,0.00814427,0.21698662,2,0,1,0,0,0.13,0,1,2,1,0,0,0,0,0,0,0,3,0,0,0,15,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,/talks/paul-h-dunn_feeling-inferior/,1,0,0,0,0,11,0.5,0,0,3,0.5157,2,0,1,1,0,7,11,0,0,0,0,2,5,0,0,0,0,29.95,0,0,5,5157,1308,1,0,0,0,0
